Codigo;Descricao
14735;SENSOR INDUTIVO BLME12-3008PCF 6-36VCC PNP NA,NF 8MM M12
27719;SENSOR INDUTIVO BES 516-420-E4-L-02
27718;SENSOR INDUTIVO BES 516-105-SA2-05
25855;SENSOR INDUTIVO 50R SL20-50R1PP2 PNP NA,NF 10-30VCC (CABO) WEG
25856;SENSOR INDUTIVO 50R SL20-50R1PP2 NPN NA,NF 10-30VCC (CABO) WEG
13487;SENSOR INDUTIVO 3 FIOS M8 E2B-S08KS02 MC-B1
15701;SENSOR INDUT./IN-4M-12CM-PR/XL - 10-30VCC M12 PNP
30147;SENSOR INDUT. LM18-3008PC 18MM 6-36VCC PNP NA+NF C/ CABO C/ 4 FIOS E RANGE 8MM
8922;SENSOR INDUT. LM12-3004NA 1NA NPN 6-36VDC
21128;SENSOR INDUT. LM12-2004NA NA 2 FIOS 90-250VCA
23756;SENSOR IMPACTO
21534;SENSOR FUMACA SEGURIMAX - CONTATO SECO C/ MOD ENDER.
23288;SENSOR FUMACA ENDERACAVEL P/ CENTRAL KX 80 1LR.9 ILUMAC
16590;SENSOR FOTOSOQUETE C/ TIMER MICROPROCESSADO
19416;SENSOR FOTOELETRICO T18SP6LP COM 2 METROS DE CABO
19648;SENSOR FOTOELETRICO SD03T-18G1LPA
5295;SENSOR FOTOELETRICO OS300 18GI70 A J NPN NAF
8181;SENSOR FOTOELETRICO MET. E18-3A30 NCTS S/ CABO
2431;SENSOR FOTOELETRICO G18-3C5PC (5MT/10~30VCC/PNP.NA
8347;SENSOR FOTOELETRICO E18-3A30 PCTS (PNP) SAIDA CONE
17301;SENSOR FOTOELE G30-3A70PC PNP NA,NF 10-30VCC
25730;SENSOR FOTOCELULA ANTI ESMAGAMENTO F30 PPA
15305;SENSOR EXTERNO BRANCO C/ FOTOCELULA MPX-40F
31304;SENSOR DRIVER PANASONIC A6 MDDLT55SF 1500W
23753;SENSOR DIGITAL DM50 IVP
28488;SENSOR DIFUSO SD03T-11R3PP-I
9272;SENSOR DIFUSO SD03T-11R1DP-I
17472;SENSOR DE VAZÃO SIGNET 3-2536-P0
24239;SENSOR DE VARETA (TECNIL/INOX 700X6MM) C/ CABECOTE
24238;SENSOR DE VARETA (TECNIL/INOX 650X6MM) C/ CABECOTE
20404;SENSOR DE VARETA (TECNIL/INOX 600X6MM) C/ CABECOTE
24237;SENSOR DE VARETA (TECNIL/INOX 550X6MM) C/ CABECOTE
27031;SENSOR DE VARETA (TECNIL/INOX 500X6MM) C/ CABECOTE
24236;SENSOR DE VARETA (TECNIL/INOX 450X6MM) C/ CABECOTE
24631;SENSOR DE VARETA (TECNIL/INOX 400X6MM) C/ CABECOTE
17997;SENSOR DE VARETA (TECNIL/INOX 300X6MM) C/ CABECOTE
24240;SENSOR DE VARETA (TECNIL/INOX 200X6MM) C/ CABECOTE
4421;SENSOR DE TEMPERATURA TIPO K INOX 304.8 AWG. 1500MM
6870;SENSOR DE TEMPERATURA TIPO K (TEK-001/018) HASTE INOX
10438;SENSOR DE TEMPERATURA TIPO J (TEJ-005/00XX) 6X100M
7263;SENSOR DE TEMPERATURA TIPO J (TEJ-001/039)
558;SENSOR DE TEMPERATURA PT-100 1.5 MT
20210;SENSOR DE TEMPERATURA E UMIDADE RHT-PROBE 3M:N32X.XS
20197;SENSOR DE TEMPERATURA , UMIDADE DE AR EXTERNO - DWYER - RHP5O1A
15106;SENSOR DE TEMPERATURA , UMIDADE
17692;SENSOR DE TEMP. PT100 RECONDICIONADO
22759;SENSOR DE TEMP. PT100 8X300 1/2' BSP MOVEL
22760;SENSOR DE TEMP. PT100 8X300 1/2' BSP C/ CABEÇOTE
18701;SENSOR DE PRESSAO OLEO MODELO VDO
17232;SENSOR DE PRESSAO OLEO
6963;SENSOR DE PRESSAO DIFERENCIAL PARA AR PARA BAIXA
8309;SENSOR DE PRESENCA SOBREPOR LS360TS DIGITAL SOBREPOR
2423;SENSOR DE PRESENCA EXTERNO MOD. 3MP40
2424;SENSOR DE PRESENCA C/ INTERRUPTOR 4X2
18465;SENSOR DE IMPACTO PIEZOELETRICO DE ALTA SENSIBILIDADE PARA COFRES
25985;SENSOR DE DETEC MIC INFRAVERMELHO IRA 20
16574;SENSOR DE CORRENTE EMBRASUL TISLIM 240MM ACBN
21222;SENSOR DE CONDUTIVIDADE SIGNET 3-2840-1V
21227;SENSOR DE CONDUTIVIDADE METTLER TOLEDO INPRO 7100I/12/120/4435
27037;SENSOR DE BARREIRA IRB 610
13222;SENSOR DE BARREIRA INFRAVERMELHO ATIVO IRA 115 DIGITAL - JFL
16318;SENSOR DE BARREIRA INFRA IVA DUPLO FEIXE LUXVISION 30 - 60 - 100M
22775;SENSOR DE BARREIRA ATIVO DUPLO FEIXE IR 160 DIVERSAS
21501;SENSOR DE ALARME INFRAVERMELHO IVP 5002 PET
21502;SENSOR DE ALARME INFRAVERMELHO IVP 5001 PET
19159;SENSOR DE ALARME INFRAVERMELHO IVP 4001 PET
17425;SENSOR DE ALARME INFRAVERMELHO IVP 3011
19378;SENSOR DE ALARME INFRAVERMELHO IVP 3000 COM FIO
16194;SENSOR DE ALARME INFRAVERMELHO IVP 3000
22183;SENSOR CAPACITIVO SC8T-18G1LDF
20102;SENSOR CAPACITIVO SC50T-100C1PP2
24575;SENSOR CAPACITIVO SC25T-36G1LP2 WEG
24573;SENSOR CAPACITIVO SC15T-30G1LPF WEG
2418;SENSOR CAPACITIVO CM30-3010PC (10MM/6~36VDC/PNP.NA
2417;SENSOR CAPACITIVO CM30-3010PB (10MM/6~36VDC/PNP.NF
14637;SENSOR CAPACITIVO CM30-2015AX (15MM/90~250VCA/NA)
2416;SENSOR CAPACITIVO CM30-2015A (15MM/90~250VCA/NA)
2414;SENSOR CAPACITIVO CM30-2010A (10MM/90~250VCA/NA)
17848;SENSOR CAPACITIVO CM18-3008PC NA,NF 6-36VCC
19723;SENSOR CAPACITIVO 24V - M30 - NÃO FACEADO - SAIDA CABO
10669;SENSOR CAPAC.LCM 618NAP/PR134 (NA,NF/PNP/10-30VDC)
9745;SENSOR CAPAC.LCM 1530NAP/PR134 (NA,NF/PNP/10-30VDC
2420;SENSOR CAPAC.LCM 1530NA-A2F2255 (NF/250VCA/500MA)
2419;SENSOR CAPAC.LCM 1530NA-A2A2255 (NA/250VCA/500MA)
15699;SENSOR CAPAC./SCA-15-30H-NR/QL - 10-30VCC M30 NPN
26416;SENSOR CAMISA TIPO EUROPA SM2700
26747;SENSOR C/FIO PORTA AÇO SPA-2000 - JFL
23263;SENSOR BHS INDUTIVO LM8-3002PA 6-36VCC PNP NA
28489;SENSOR BARREIRA ERO10T-11R3PP-R
16044;SENSOR AVIARIO TIPO C
16043;SENSOR AVIARIO TIPO B
14989;SENSOR ATIVO FEXE SIMPLES IR15 A3099 IPEC
22746;SENSOR ATIVO FEIXE SIMPLES IR130
30662;SENSOR ATIVO DE BARREIRA IVA7100
25800;SENSOR 63A P/ BARRA DE SENSORES 7KT1255 SIEMENS
25799;SENSOR 40A P/ BARRA DE SENSORES 7KT1254 SIEMENS
16432;SENS NIV AGUA 12/24VCC
13858;SEMAFORO LED SLIM BIVOLT 110-220V
19100;SEMAFORO LED 3 FASES BIVOLT
30871;SEMAFORO GRANDE 37 LEDS VERDE/VERMELHO 12V
22419;SELO MECANICO T01 5/8 BUNA INPACOM
22420;SELO MECANICO T01 3/4 BUNA INPACOM
1913;SELO MECANICO SM 1/2 T16 BUNA SCHNEIDER
2408;SELO MECANICO BN - 2.1/2
18925;SELO MECANICO 5/8 TS-YIE BUNA/SEDE FINA
18924;SELO MECANICO 5/8 TS-P BUNA
2400;SELO MECANICO 5/8 SILICIO VITON
11082;SELO MECANICO 5/8 DS-MG 1
2395;SELO MECANICO 3/4 TS-Q VITON
2394;SELO MECANICO 3/4 TS-Q EMBORRACHADO
2396;SELO MECANICO 3/4 TS-P VITON
18276;SELO MECANICO 14MM SBK
15550;SELO MECANICO 1.3/8 TS-P SILICIO/VITON
2384;SELO MECANICO 1.3/8 TS-P
2388;SELO MECANICO 1.1/4 TS-P T21 CARB.SILICIO VITON
2389;SELO MECANICO 1.1/4 TS-P
28440;SELO AGUA COLETOR FIAT
28442;SELO AGUA 50X00 FIAT
28441;SELO AGUA 30X100 FIAT
23211;SELANTE POLIURETANO 400GR CZ
32170;SELANTE ADESIVO PU40 360G PRETO
18662;SELANTE ADESIVO PU40 310ML - CZ
21762;SELADOR ACRILICO PIGMENTADO NR 1 - 288110
19743;SEDEX - TRANSPORTE
2312;SECCIONADORA TRIP. INTERNA - C/ BASE - SANF 15KV 400A
33274;SECCIONADORA ROTATIVA RIW630-3 H
4205;SECCIONADORA ROTATIVA RIW400-3 H
26055;SECCIONADORA ROTATIVA MSW 16 P2 H
21255;SECCIONADORA 10x38mm COM FUSIVEL Gl/GG RETARDADO - 16 A
32465;SECCAO DE PLACA DIRETA 1200X350
25200;SECCAO DE PLACA DIRETA 1200X340
25199;SECCAO DE PLACA DIRETA 1200X200
25469;SECCAO DE PLACA DIRETA 1000X370
25410;SECCAO DE PLACA DIRETA 1000X320
25409;SECCAO DE PLACA DIRETA 1000X310
31989;SECCAO DE PLACA DIRETA 1000X300
25468;SECCAO DE PLACA DIRETA 1000X250
25467;SECCAO DE PLACA DIRETA 1000X200
24901;SECCAO DE PLACA DIRETA 1000X1560
24900;SECCAO DE PLACA DIRETA 1000X1200
25466;SECCAO DE PLACA DIRETA 1000X1100
32433;SECCAO DE PLACA 800X400
28345;SECCAO DE PLACA 600 X 400 WEG
28346;SECCAO DE PLACA 2300 X 800 X 600
15356;SECAGEM MOTOR ELETRICO
18116;SECADOR DE MAOS BRAKEY PLAST ABS 2000W - 220V
29182;SAPONACEO RADIUM 450ML LIQ ORIGI
25671;SAPONACEO RADIUM 250/300ML LIQ ORIGI
15225;SAPATO C/ ELASTICO PRETO SOLA BIDENSIDADE C/ BICO PVC - TAM 38 - CA 9128
18712;SAPATA P/ HASTE CERCA ELETRICA
14456;SAPATA FIXA COMPLETA P/ ESCADA
15486;SAPATA CORRIDA EM CONCRETO CICLOPICO (0.40X0.30XPERIMETRO)
2375;SANFONA P/ LUMINARIA TUBOLAR - PRETA
2374;SANFONA P/ LUMINARIA TUBOLAR - BRANCA
2376;SANFONA P/ LUMINARIA OVAL - BRANCA
28426;SALGADO/DOCE DE FESTA
27667;SAL REFINADO 1 KG MIRAMAR
30136;SAL GROSSO P/CHURRASCO 1 KG
33251;SAIDA SUPERIOR P/ PERFILADO GF
28373;SAÍDA LATERAL SIMPLES P/ ELETRODUTO - 1 - GF
23619;SAIDA LATERAL P/ PERFILADO
23678;SAIDA LATERAL P/ ELETRODUTO 20MM (3/4)
30683;SAIDA LATERAL DUPLA ELETR. 2
26168;SAIDA LATERAL DE LEITO P/ PERFILADO 2`` GF
26158;SAIDA LATERAL DE LEITO P/ ELETR. 3/4 GF
24451;SAIDA LATERAL DE LEITO P/ ELETR. 1
28236;SAIDA HORIZONTAL DE LEITO P/ ELETR. 3/4 GF PINTURA BRANCO
23905;SAIDA HORIZONTAL DE LEITO P/ ELETR. 2
30064;SAIDA HORIZONTAL DE LEITO P/ ELETR. 1.1/4 GF
27809;SAIDA HORIZONTAL DE LEITO P/ ELETR. 1.1/2 GF
28235;SAIDA HORIZONTAL DE LEITO P/ ELETR. 1 GF PINTURA BRANCO
15964;SAIDA HORIZONTAL DE ELETROCALHA P/ ELETRODUTO 3/4
30077;SACOLA PLASTICA TRANSPARENTE
26511;SACOLA PARA PRESENTE
30076;SACOLA PAPEL KRAFT PARDA
24654;SACOLA CARTAPLAST STRONG 38X48 C/ 800
24128;SACO PLS PICOTADO 30X40 (500)
25307;SACO PANOPRATIC XADREZ LAVADO 40X60
26397;SACO P/LIXO BOMPACK ROLL 50LTS PRETO
25305;SACO P/LIXO BOMPACK ROLL 30LTS PRETO
25306;SACO P/LIXO BOMPACK ROLL 100LTS PRETO
29601;SACO DE VENTEIO KIT GAS / GNV VW/FIAT
28765;SACO DE CARVAO
19849;SACO BRITA 25KG
29985;SACA ROLHAS - INOX - TRAMONTINA
25567;SABTE LIQ VITA SEVE 1LT
25668;SABTE LIQ SENSUS 1LT REFIL SEDUCAO
25669;SABTE LIQ SENSUS 1LT REFIL HIDRATE
25670;SABTE LIQ SENSUS 1LT REFIL GOURMET
25667;SABTE LIQ SENSUS 1LT REFIL ERVA DOCE
23395;RUFO 0.43 SOB MEDIDA
15665;ROTULADOR ELETRONICO PROFISSIONAL PORTATIL PTE500
15664;ROTULADOR ELETRONICO PORTATIL PTH105
15663;ROTULADOR ELETRONICO PORTATIL PT80
19601;ROTOR TUPIA 3709 / 3710
17362;ROTOR SCHNEIDER BC-21R FE 116MM 870
19153;ROTOR PF/CHS-22 3.0CV M
17147;ROTOR P/ 9557HN (515613-9)
18905;ROTOR NALTILUS BOMBA 2CV
23107;ROTOR N4245495 Serra Mármore 125mm 1400W - DEWALT-DW862
21404;ROTOR ME-01 AL COPO
2361;ROTOR FURADEIRA HD500
21807;ROTOR FES FINAL ALUMINIO
22383;ROTOR FE MSA-21 1 1/2 130MM
22312;ROTOR FE BC21 1.1/4 135MM
22384;ROTOR FE BC-21 1 1/4 135MM
13883;ROTOR FE BC21 1 1/2 135MM - 5CV
13882;ROTOR FE BC21 1 1/2 129MM - 4CV
11968;ROTOR ESMIRILHADEIRA MAKITA GA 4530
2360;ROTOR ESMIRILHADEIRA G720 (5140003-61)
18611;ROTOR DEWALT DWE 4020
14974;ROTOR BR BPI-92 105MM
30199;ROTOR BR BC-92 B 127MM
24471;ROTOR BR BC-22 2 152MM
2349;ROTOR BOMBA SCHNEIDER BC-21 1.1/2 121MM - 3CV
7338;ROTOR BOMBA SCHNEIDER ALUMINIO ME-2 BP-27/141MM
28752;ROTOR BOMBA SCHNEIDER AL ME-1 N 118MM
14032;ROTOR BOMBA SCHN. FE BCA-40 2 118X13
13653;ROTOR BOMBA JS 1.5CV
30100;ROTOR BOMBA ESTAGIO JS - 104MM ( INICIO )
871;ROTOR BOMBA ESTAGIO 104MM (INTERMEDIARIO)
20082;ROTOR BOMBA DANCOR 1/2CV
14910;ROTOR BOMBA BC 91 1/2CV 110MM
6108;ROTOR BOMBA 2CV
2348;ROTOR BOMBA 1/2CV 116MM
23961;ROTOR BC-98 1/3CV NY 107MM
24337;ROTOR AL BC-92 B 155MM
22014;ROTOR 518176-4
22310;ROTOR 518166-7
21760;ROTOR 517648-6
11407;ROTOR 515698-5
21518;ROTOR 5140071-79
18778;ROTOR 220V
20724;ROTOR
26111;ROTEADOR/ACESS POINT DE TETO AP360
26110;ROTEADOR/ACESS POINT DE TETO AP310
26113;ROTEADOR/ACESS POINT CORPORATIVO AP 1750 AC
26112;ROTEADOR/ACESS POINT CORPORATIVO AP 1350 AC
16230;ROTEADOR WIRELESS WRN240 SLIM N150
18911;ROTEADOR WIRELESS WIN300
29017;ROTEADOR WIRELESS W5 1200F INTELBRAS
13131;ROTEADOR WIRELESS UNIFI WI-FI 802.11AC 2X2 MIMO POE REF UAP-AC-LITE UBIQUITI
21986;ROTEADOR WIRELESS RF 301K 300MBPS - 1/30/100
17373;ROTEADOR WIRELESS IWR 3000N
18161;ROTEADOR WIRELESS IWR 1000N
18318;ROTEADOR WIRELESS IWE 3000N
15278;ROTEADOR WIRELESS ACTION RF 1200 INTELBRAS
25816;ROTEADOR WIRELESS 300MBPS 5V MW325R MERCUSYS
30407;ROTEADOR WIFI TPLINK 3G/4G MR3020
32751;ROTEADOR E SINALIZADOR AUDIOVISUAL WIRELESS IP67 97DB
16224;ROTEADOR E REPETIDOR WIRELESS D-LINK DIR-610 N150
27288;ROTEADOR DE SINAL WIRELESS IP66
24308;ROTEADOR CORPORATIVO AP-301
31428;ROTEADOR COM ACIONAMENTO AUTOMATICO VIA RELE IP40 110/220VCA
26446;ROTEADOR ACCESS POINT INDOOR UNIFI UC-CK UBIQUITI NETWORKS
26444;ROTEADOR ACCESS POINT INDOOR UNIFI UAP-NANOHD UBIQUITI NETWORKS
26443;ROTEADOR ACCESS POINT INDOOR UNIFI UAP-AC-PRO-BR UBIQUITI NETWORKS
26445;ROTEADOR ACCESS POINT INDOOR UNIFI UAP-AC-HD-BR UBIQUITI NETWORKS
24999;ROTEADOR ACCESS POINT INDOOR UNIFI UAP-AC LR UBIQUITI NETWORKS
31709;ROTEADOR ACCESS POINT INDOOR UNIFI 48V SEM FONTE U6-LR UBIQUITI NETWORKS
32083;ROTEADOR ACCESS POINT INDOOR UNIFI 48V SEM FONTE U6+ UBIQUITI NETWORKS
25000;ROTEADOR ACCESS POINT INDOOR UBIQUITI NETWORKS UNIFI AP LR UAP-LR
24460;ROTEADOR ACCESS POINT CORPORATIVO AP 360 INTELBRAS
18786;ROSCA LONGA 2.1/2'
18787;ROSCA LONGA 1.1/2
17030;ROLO PARA PINTURA
21838;ROLO LA SINTETICA ANTIGOTA 321/9 - 9CM
20662;ROLO LA SINTETICA ANTIGOTA 321/10 - 23CM
21929;ROLO LA ATLAS MANTA 9CM C/ SUPORTE
22646;ROLO LA ATLAS MANTA 15CM C/ SUPORTE
31419;ROLO LA ATLAS MANTA 10CM C/ SUPORTE
22874;ROLO LA ATLAS ANTI GOTA 15 321/15
25976;ROLO FUSOR BROTHER  IMPRESSORA
19325;ROLO DE CORDAO
18653;ROLO DE ARAME REVESTIDO E71T-GS 1KG 0.8MM
17927;ROLO DE ARAME REVESTIDO E71T-GS 1KG 0.6MM
18618;ROLO DE ARAME REVESTIDO E71T-G 1KG 0.8MM
25215;ROLDANA TIPO V C/ROLAMENTO 2.1/2
20133;ROLDANA TECNIL 30X30 COM EIXO
27302;ROLDANA PORTAO CORRER QUAD. 8 CM C/EIXO
17019;ROLDANA PORCELANA 76X79MM - ISOTRAFO
17969;ROLDANA PORCELANA 67X72MM
2335;ROLDANA PLASTICA 24X24 C/ PREGO - PADRO
29331;ROLDANA PANT. ROSC E CHAPA
20395;ROLDANA ENCAIXE SUPEREGO PRO 4
8710;ROLDANA DA LAMINA TICO TICO JS 700 B2 (58341500)
29344;ROLDANA CAVA QUAD. C/CHAPA 3
24963;ROLDANA CARRETILHA P/ CABOS MULTIPLEX ISOLADA C-205RMI COFESTE
22281;ROLDANA ALUMINIO P/ MEDIDOR DE FIO
20764;ROLDANA 14CM METALICA C/ GANCHO
28439;ROLAMENTO TENSOR CORREIA FIAT
19375;ROLAMENTO SNR NU208EG15J30
27660;ROLAMENTO RODA FIAT/VW
9048;ROLAMENTO RETIFICA GGS 27 L (3600900020)
16937;ROLAMENTO NU319ETVP2 C3 FAG
19962;ROLAMENTO NU209 W
19367;ROLAMENTO NU 208 EW
19961;ROLAMENTO NTN NU207ET2XC3
16968;ROLAMENTO NJ 207
26913;ROLAMENTO LINHA 6000 UNIVERSAL 25X52X15MM
26912;ROLAMENTO LINHA 6000 UNIVERSAL 17X40X12MM
9047;ROLAMENTO FURADEIRA GSB20-2 (2600905023)
8883;ROLAMENTO FURADEIRA GSB 13 RE (2600917003)
5546;ROLAMENTO ESFERA REF629 RSF TAMPA PLAST 26X9X8
19740;ROLAMENTO DE AGULHAS  MARTELO ROMPEDOR GSH-16
14359;ROLAMENTO DE AGULHA SERRA TICO-TICO BT-JS400E
4533;ROLAMENTO DE AGULHA FURADEIRA MAKITA HR 2470 153290-5
13218;ROLAMENTO DE AGULHA FURADEIRA GBH 2-24 DSB
14234;ROLAMENTO DE AGULHA FURADEIRA 1600910012
27345;ROLAMENTO DA RODA TRASEIRA KOMBI/ LADO EXT.
27344;ROLAMENTO DA RODA TRASEIRA KOMBI
16278;ROLAMENTO CONICO 30305 GBR
14931;ROLAMENTO CONICO 30206
4451;ROLAMENTO AGULHA ESMIRILHADEIRA GWS 26-230
16938;ROLAMENTO 6319-C3
7156;ROLAMENTO 6316-C3
22984;ROLAMENTO 6313
2332;ROLAMENTO 6312-C-2HRS
12551;ROLAMENTO 6312
2331;ROLAMENTO 6311
18832;ROLAMENTO 6308
2324;ROLAMENTO 6306
11719;ROLAMENTO 6304
2323;ROLAMENTO 6303
2322;ROLAMENTO 6301 - HCH
13954;ROLAMENTO 6300 - HCH
2296;ROLAMENTO 6300 - GBR
12125;ROLAMENTO 6300 - FAG
13515;ROLAMENTO 627 - FAG
2290;ROLAMENTO 626-C3
15649;ROLAMENTO 6216
2288;ROLAMENTO 6212
2287;ROLAMENTO 6211
12124;ROLAMENTO 6209
2281;ROLAMENTO 6207 - GBR
14393;ROLAMENTO 6207 - FAG
2276;ROLAMENTO 6206
2272;ROLAMENTO 6205
2265;ROLAMENTO 6204 - ZZ
2262;ROLAMENTO 6203 - GBR
2263;ROLAMENTO 6203 - FAG
21613;ROLAMENTO 6202 C3 35 X 5/8 X 11
13369;ROLAMENTO 6202 - GBR
2261;ROLAMENTO 6202 - FAG
25247;ROLAMENTO 6202 - DDU NSK
2256;ROLAMENTO 6201 - HCH
2250;ROLAMENTO 6201 - GBR
2253;ROLAMENTO 6201 - FAG
25248;ROLAMENTO 6201 - DDU NSK
2249;ROLAMENTO 6200 - NSK
2247;ROLAMENTO 6200 - GBR
9593;ROLAMENTO 609 - HCH
2245;ROLAMENTO 609 - FAG
2243;ROLAMENTO 608 - NTN
18937;ROLAMENTO 608 - GBR
12245;ROLAMENTO 608 - FAG
2241;ROLAMENTO 607 - SNR
12244;ROLAMENTO 607 - GBR
12550;ROLAMENTO 607 - FAG
9067;ROLAMENTO 606
20017;ROLAMENTO 6009
8047;ROLAMENTO 6008 NSK
11978;ROLAMENTO 6007 FAG
18670;ROLAMENTO 6006
8681;ROLAMENTO 6003 - GBR
2227;ROLAMENTO 6001 - GBR
2228;ROLAMENTO 6001 - FAG
21499;ROLAMENTO 6000 UNIVERSAL 30X62X16MM
21498;ROLAMENTO 6000 UNIVERSAL 15X35X11MM
2222;ROLAMENTO 6000 - GBR
19366;ROLAMENTO 51112
27357;ROLAMENTO 3208 B TV C3
30510;ROLAMENTO 31594/520 SKF DIFERENCIAL CHUPA CABRA (101075)
19365;ROLAMENTO 3 003 372 NVP211-F110228
30511;ROLAMENTO 25577/25523 TIMKEN (COROA GOMES)
30512;ROLAMENTO 11590/11520 SKF
30509;ROLAMENTO 02872/02820 TIMKEN (101074)
27474;ROLAM.EST.CORREIA DENTADA PALIO 1.0 FIAT
25296;RODO LORENZON PLASTICO DUPLO 45CM
21988;RODIZIO PLACA GIR. S/T 35MM SILICONE
21987;RODIZIO PLACA GIR. C/T 35MM SILICONE
25756;RODIZIO P/ CADEIRA GIRATORIA
11265;RODIZIO GALVANIZADO
29641;RODIZIO DE PNEUS
25588;RODINHAS BULK PARA CADEIRA ESCRITÓRIO
27624;RODA/RODIZIO GIR. FERRO/PU 5 ROLAMENTO 400 KG
32070;RODA/RODIZIO GIR. BORRACHA 3 C/FREIO 40 KG
28366;RODA PARA ANDAIME (ALUGUEL)
2158;RODA DE PLASTICO
2210;RODA DE BORRACHA 5 LEVE VONDER
29124;RODA ANDAIME DE FERRO C/TRAVA 150MM
9215;ROCADEIRA A GASOLINA LATERAL BG-BC 43 // BFG 43S 2T
23978;RIPA 5X5.4MM PINUS
21533;RIBBON MISTO EXT TUB 1/2 110X90
6351;RIBBON 110MMX91MM
29737;REVISAO FIAT / VW
24983;RETIFICADOR DE PONTE DE DIODO MONOFASICO MDQ-200A
3317;RETIFICADEIRA GD 0601 220V
1574;RETIFICADEIRA 1224/GGS28L 220V
21005;RETESTE EXTINTOR PQS 4KG
27466;RETENTOR VIRAB.DIANT.UNO FIRE 1.0
21276;RETENTOR UNIVERSAL 5047 BAG ARCA
16907;RETENTOR UNIVERSAL
27346;RETENTOR RODA TRAS. KOMBI
20582;RETENTOR RODA
17426;RETENTOR MOTOR 2T
31248;RETENTOR DA ESFERA 578387-00
27465;RETENTOR COMANDO VALVULA UNO. PALIO 1.0 FIAT
25832;RETENTOR CAIXA CAMBIO  01833BA
21803;RETENTOR CAIXA CAMBIO  - ARVORE INTERMEDIARIA
21615;RETENTOR CAIXA / SETOR DIRECAO
21125;RETENTOR BOMBA INJETORA (BBA INJ)
33310;RETENTOR 7142.0 BR SAV (40*68*10)
20472;RETENTOR 54X23X6
20016;RETENTOR 5135294 TL PINHAO
25109;RETENTOR 501 P/ FILTRO 5N11 3M
27781;RETENTOR 45X62X10
20473;RETENTOR 30X47X7
28211;RETENTOR 28 X 47.5 X 9.5
25826;RETENTOR 272 BRG CAIXA/SETOR DIRECAO
25827;RETENTOR 2682 BRAGF DIFERENCIAL
17266;RETENTOR 25X47X7
22472;RETENTOR 2308 BRG 14X28X07
28824;RETENTOR 19X32X6
20766;RETENTOR 16 X 28 X 7
17265;RETENTOR 15X35X7
31461;RETENTOR 15.9X28.5X7
12705;RETENTOR 12X24X5
2208;RETENTOR 02730 BRG SABO BOMBA HIDR. MF
21612;RETENTOR 02579 BRG 22X35X70
24925;RETENTOR 01929 BRG
28240;RETENTOR 01911 BRG 45X60X9 ENTRADA CAIXA CASE
21879;RETENTOR 01492 BR/BRG SAV
33311;RETENTOR 01386 BRG (20,00*35,00*8,00)
33312;RETENTOR 01109 BRG (40,00*62,00*11,50)
28239;RETENTOR 00947 BR SAV 7771.0
21994;RETENTOR 00508
25414;RETENTOR 00505
8367;RETENTOR ( 50x72x10 )
1026;RESTAURAÇÃO TRAFO
2195;RESTAURACAO MOTOR TRIFASICO 75CV 8POLO
2193;RESTAURACAO MOTOR TRIFASICO 75CV 6POLO
2191;RESTAURACAO MOTOR TRIFASICO 75CV 4POLO
2189;RESTAURACAO MOTOR TRIFASICO 75CV 2POLO
2188;RESTAURACAO MOTOR TRIFASICO 7.5CV 8POLO
2187;RESTAURACAO MOTOR TRIFASICO 7.5CV 6POLO
2186;RESTAURACAO MOTOR TRIFASICO 7.5CV 4POLO
2183;RESTAURACAO MOTOR TRIFASICO 7.5CV 2POLO
2182;RESTAURACAO MOTOR TRIFASICO 6CV 8POLO
2181;RESTAURACAO MOTOR TRIFASICO 6CV 6POLO
2180;RESTAURACAO MOTOR TRIFASICO 6CV 4POLO
2179;RESTAURACAO MOTOR TRIFASICO 6CV 2POLO
2178;RESTAURACAO MOTOR TRIFASICO 60CV 8POLO
2177;RESTAURACAO MOTOR TRIFASICO 60CV 6POLO
2117;RESTAURACAO MOTOR TRIFASICO 60CV 4POLO
2116;RESTAURACAO MOTOR TRIFASICO 60CV 2POLO
2115;RESTAURACAO MOTOR TRIFASICO 5CV 8POLO
2114;RESTAURACAO MOTOR TRIFASICO 5CV 6POLO
2113;RESTAURACAO MOTOR TRIFASICO 5CV 4POLO
2112;RESTAURACAO MOTOR TRIFASICO 5CV 2POLO
2111;RESTAURACAO MOTOR TRIFASICO 50CV 8POLO
2110;RESTAURACAO MOTOR TRIFASICO 50CV 6POLO
2109;RESTAURACAO MOTOR TRIFASICO 50CV 4POLO
2107;RESTAURACAO MOTOR TRIFASICO 50CV 2POLO
2106;RESTAURACAO MOTOR TRIFASICO 4CV 8POLO
2104;RESTAURACAO MOTOR TRIFASICO 4CV 6POLO
2103;RESTAURACAO MOTOR TRIFASICO 4CV 4POLO
2102;RESTAURACAO MOTOR TRIFASICO 4CV 2POLO
2061;RESTAURACAO MOTOR TRIFASICO 40CV 8POLO
2060;RESTAURACAO MOTOR TRIFASICO 40CV 6POLO
2059;RESTAURACAO MOTOR TRIFASICO 40CV 4POLO
17530;RESTAURACAO MOTOR TRIFASICO 40CV 2POLO
12150;RESTAURACAO MOTOR TRIFASICO 3CV 8POLO / 4CV 4 POLO
2058;RESTAURACAO MOTOR TRIFASICO 3CV 8POLO
2057;RESTAURACAO MOTOR TRIFASICO 3CV 6POLO
12945;RESTAURACAO MOTOR TRIFASICO 3CV 4POLO / 2 POLOS
